Alerta_ID,Proyecto_ID,Componente,Tipo_Alerta,Fecha_Alerta,Downtime_Minutos,Minutos_Hasta_Resolucion,Asignado_A
ALT-07429,PRJ-003,Database,INFO,2026-01-08 00:20:00,0,0,SYSTEM_AUTO
ALT-07430,PRJ-002,Auth Service,INFO,2026-02-25 19:16:00,0,0,SYSTEM_AUTO
ALT-07431,PRJ-007,Load Balancer,CRITICAL_DOWN,2026-01-22 21:20:00,17,34,EMP-015
ALT-07432,PRJ-009,Auth Service,INFO,2026-04-06 22:28:00,0,0,SYSTEM_AUTO
ALT-07433,PRJ-003,Auth Service,INFO,2026-03-18 11:25:00,0,0,SYSTEM_AUTO
ALT-07434,PRJ-007,Auth Service,INFO,2026-02-17 11:37:00,0,0,SYSTEM_AUTO
ALT-07435,PRJ-006,Frontend UI,INFO,2026-02-05 04:48:00,0,0,SYSTEM_AUTO
ALT-07436,PRJ-004,API Gateway,WARNING_SPIKE,2026-03-19 23:37:00,0,40,EMP-022
ALT-07437,PRJ-007,API Gateway,INFO,2026-03-02 01:53:00,0,0,SYSTEM_AUTO
ALT-07438,PRJ-005,Auth Service,INFO,2026-01-31 08:27:00,0,0,SYSTEM_AUTO
ALT-07439,PRJ-008,Frontend UI,INFO,2026-04-17 15:37:00,0,0,SYSTEM_AUTO
ALT-07440,PRJ-005,Frontend UI,INFO,2026-03-19 03:09:00,0,0,SYSTEM_AUTO
ALT-07441,PRJ-006,Database,INFO,2026-03-05 18:56:00,0,0,SYSTEM_AUTO
ALT-07442,PRJ-008,Frontend UI,WARNING_SPIKE,2026-02-08 19:02:00,0,85,EMP-031
ALT-07443,PRJ-006,Load Balancer,INFO,2026-01-22 00:46:00,0,0,SYSTEM_AUTO
ALT-07444,PRJ-008,Frontend UI,INFO,2026-04-30 03:01:00,0,0,SYSTEM_AUTO
ALT-07445,PRJ-005,Load Balancer,INFO,2026-03-17 00:02:00,0,0,SYSTEM_AUTO
ALT-07446,PRJ-001,Frontend UI,WARNING_SPIKE,2026-01-08 20:50:00,0,19,EMP-001
ALT-07447,PRJ-007,Load Balancer,WARNING_SPIKE,2026-03-25 18:27:00,0,149,EMP-030
ALT-07448,PRJ-002,Load Balancer,INFO,2026-03-25 17:45:00,0,0,SYSTEM_AUTO
ALT-07449,PRJ-002,Frontend UI,INFO,2026-02-18 23:42:00,0,0,SYSTEM_AUTO
ALT-07450,PRJ-008,API Gateway,WARNING_SPIKE,2026-01-25 06:13:00,0,171,EMP-013
ALT-07451,PRJ-005,Database,INFO,2026-03-24 07:11:00,0,0,SYSTEM_AUTO
ALT-07452,PRJ-003,Auth Service,WARNING_SPIKE,2026-02-01 06:13:00,0,176,EMP-013
ALT-07453,PRJ-005,Frontend UI,WARNING_SPIKE,2026-03-18 01:41:00,0,78,EMP-029
ALT-07454,PRJ-009,Database,WARNING_SPIKE,2026-01-26 00:34:00,0,104,EMP-029
ALT-07455,PRJ-006,API Gateway,WARNING_SPIKE,2026-04-08 20:32:00,0,88,EMP-030
ALT-07456,PRJ-007,Frontend UI,INFO,2026-03-23 14:39:00,0,0,SYSTEM_AUTO
ALT-07457,PRJ-009,Load Balancer,INFO,2026-04-19 15:09:00,0,0,SYSTEM_AUTO
ALT-07458,PRJ-009,Auth Service,INFO,2026-01-01 08:19:00,0,0,SYSTEM_AUTO
ALT-07459,PRJ-006,API Gateway,WARNING_SPIKE,2026-02-28 16:11:00,0,179,EMP-029
ALT-07460,PRJ-008,Load Balancer,WARNING_SPIKE,2026-02-25 00:55:00,0,121,EMP-001
ALT-07461,PRJ-008,API Gateway,INFO,2026-03-22 00:51:00,0,0,SYSTEM_AUTO
ALT-07462,PRJ-004,Auth Service,WARNING_SPIKE,2026-02-16 20:10:00,0,154,EMP-002
ALT-07463,PRJ-010,Frontend UI,INFO,2026-04-13 12:11:00,0,0,SYSTEM_AUTO
ALT-07464,PRJ-001,Auth Service,INFO,2026-01-28 08:19:00,0,0,SYSTEM_AUTO
ALT-07465,PRJ-007,Frontend UI,CRITICAL_DOWN,2026-01-15 11:20:00,52,72,EMP-019
ALT-07466,PRJ-006,API Gateway,INFO,2026-03-15 08:12:00,0,0,SYSTEM_AUTO
ALT-07467,PRJ-003,Frontend UI,CRITICAL_DOWN,2026-02-22 01:41:00,8,22,EMP-031
ALT-07468,PRJ-009,Database,WARNING_SPIKE,2026-03-13 05:04:00,0,163,EMP-037
ALT-07469,PRJ-007,Load Balancer,WARNING_SPIKE,2026-02-18 19:09:00,0,162,EMP-034
ALT-07470,PRJ-004,Load Balancer,INFO,2026-01-01 14:26:00,0,0,SYSTEM_AUTO
ALT-07471,PRJ-003,Auth Service,INFO,2026-02-17 18:28:00,0,0,SYSTEM_AUTO
ALT-07472,PRJ-006,API Gateway,WARNING_SPIKE,2026-04-08 18:18:00,0,102,EMP-002
ALT-07473,PRJ-002,Load Balancer,INFO,2026-02-22 08:22:00,0,0,SYSTEM_AUTO
ALT-07474,PRJ-007,Load Balancer,INFO,2026-02-09 07:02:00,0,0,SYSTEM_AUTO
ALT-07475,PRJ-010,Load Balancer,INFO,2026-03-24 19:46:00,0,0,SYSTEM_AUTO
ALT-07476,PRJ-006,API Gateway,WARNING_SPIKE,2026-03-19 18:30:00,0,147,EMP-025
ALT-07477,PRJ-003,Database,WARNING_SPIKE,2026-04-03 17:45:00,0,24,EMP-015
ALT-07478,PRJ-006,Frontend UI,WARNING_SPIKE,2026-01-21 01:05:00,0,27,EMP-020
ALT-07479,PRJ-010,Frontend UI,INFO,2026-04-29 00:27:00,0,0,SYSTEM_AUTO
ALT-07480,PRJ-007,Auth Service,INFO,2026-02-11 12:34:00,0,0,SYSTEM_AUTO
ALT-07481,PRJ-008,API Gateway,INFO,2026-02-09 19:33:00,0,0,SYSTEM_AUTO
ALT-07482,PRJ-009,Frontend UI,INFO,2026-01-21 12:32:00,0,0,SYSTEM_AUTO
ALT-07483,PRJ-004,API Gateway,CRITICAL_DOWN,2026-04-05 12:39:00,5,25,EMP-015
ALT-07484,PRJ-007,Auth Service,INFO,2026-02-12 18:28:00,0,0,SYSTEM_AUTO
ALT-07485,PRJ-010,Auth Service,INFO,2026-02-11 01:59:00,0,0,SYSTEM_AUTO
ALT-07486,PRJ-006,Frontend UI,INFO,2026-01-17 02:08:00,0,0,SYSTEM_AUTO
ALT-07487,PRJ-007,Auth Service,INFO,2026-03-17 06:28:00,0,0,SYSTEM_AUTO
ALT-07488,PRJ-006,Load Balancer,INFO,2026-01-18 01:47:00,0,0,SYSTEM_AUTO
ALT-07489,PRJ-010,Frontend UI,INFO,2026-04-12 19:23:00,0,0,SYSTEM_AUTO
ALT-07490,PRJ-007,Load Balancer,INFO,2026-02-06 00:51:00,0,0,SYSTEM_AUTO
ALT-07491,PRJ-002,Database,INFO,2026-03-29 08:37:00,0,0,SYSTEM_AUTO
ALT-07492,PRJ-009,Load Balancer,INFO,2026-04-02 11:11:00,0,0,SYSTEM_AUTO
ALT-07493,PRJ-003,Database,INFO,2026-04-25 18:20:00,0,0,SYSTEM_AUTO
ALT-07494,PRJ-001,Database,INFO,2026-04-28 17:33:00,0,0,SYSTEM_AUTO
ALT-07495,PRJ-006,Database,WARNING_SPIKE,2026-04-08 17:47:00,0,59,EMP-032
ALT-07496,PRJ-002,Load Balancer,INFO,2026-01-19 01:36:00,0,0,SYSTEM_AUTO
ALT-07497,PRJ-010,API Gateway,INFO,2026-04-18 07:59:00,0,0,SYSTEM_AUTO
ALT-07498,PRJ-005,Load Balancer,WARNING_SPIKE,2026-03-21 20:36:00,0,69,EMP-040
ALT-07499,PRJ-005,Auth Service,WARNING_SPIKE,2026-01-08 13:30:00,0,163,EMP-005
ALT-07500,PRJ-005,Load Balancer,INFO,2026-04-23 12:14:00,0,0,SYSTEM_AUTO
ALT-07501,PRJ-002,Database,INFO,2026-01-31 00:14:00,0,0,SYSTEM_AUTO
ALT-07502,PRJ-006,Load Balancer,CRITICAL_DOWN,2026-02-21 06:35:00,47,63,EMP-030
ALT-07503,PRJ-005,Frontend UI,WARNING_SPIKE,2026-03-03 12:38:00,0,121,EMP-032
ALT-07504,PRJ-006,Frontend UI,INFO,2026-04-19 02:21:00,0,0,SYSTEM_AUTO
ALT-07505,PRJ-009,API Gateway,WARNING_SPIKE,2026-04-04 02:50:00,0,68,EMP-040
ALT-07506,PRJ-009,Load Balancer,INFO,2026-03-29 22:36:00,0,0,SYSTEM_AUTO
ALT-07507,PRJ-006,Database,INFO,2026-01-15 05:58:00,0,0,SYSTEM_AUTO
ALT-07508,PRJ-010,Auth Service,WARNING_SPIKE,2026-01-29 21:03:00,0,47,EMP-013
ALT-07509,PRJ-001,Frontend UI,INFO,2026-04-03 13:23:00,0,0,SYSTEM_AUTO
ALT-07510,PRJ-009,API Gateway,WARNING_SPIKE,2026-04-11 22:28:00,0,135,EMP-030
ALT-07511,PRJ-010,Auth Service,INFO,2026-04-22 05:20:00,0,0,SYSTEM_AUTO
ALT-07512,PRJ-003,Frontend UI,CRITICAL_DOWN,2026-04-24 10:33:00,7,24,EMP-030
ALT-07513,PRJ-008,Load Balancer,WARNING_SPIKE,2026-02-19 10:53:00,0,126,EMP-037
ALT-07514,PRJ-004,Database,INFO,2026-01-22 05:30:00,0,0,SYSTEM_AUTO
ALT-07515,PRJ-004,Frontend UI,INFO,2026-04-05 23:57:00,0,0,SYSTEM_AUTO
ALT-07516,PRJ-001,Database,WARNING_SPIKE,2026-02-19 03:45:00,0,31,EMP-022
ALT-07517,PRJ-003,Frontend UI,INFO,2026-01-15 10:56:00,0,0,SYSTEM_AUTO
ALT-07518,PRJ-003,Load Balancer,CRITICAL_DOWN,2026-04-11 22:43:00,82,108,EMP-034
ALT-07519,PRJ-008,Auth Service,INFO,2026-02-23 06:23:00,0,0,SYSTEM_AUTO
ALT-07520,PRJ-005,API Gateway,WARNING_SPIKE,2026-01-14 22:29:00,0,21,EMP-010
ALT-07521,PRJ-009,Frontend UI,WARNING_SPIKE,2026-01-19 10:29:00,0,29,EMP-034
ALT-07522,PRJ-003,Database,INFO,2026-01-23 22:42:00,0,0,SYSTEM_AUTO
ALT-07523,PRJ-005,API Gateway,INFO,2026-03-21 00:26:00,0,0,SYSTEM_AUTO
ALT-07524,PRJ-010,Auth Service,INFO,2026-03-25 14:37:00,0,0,SYSTEM_AUTO
ALT-07525,PRJ-001,Auth Service,INFO,2026-01-17 20:11:00,0,0,SYSTEM_AUTO
ALT-07526,PRJ-010,Database,WARNING_SPIKE,2026-02-14 16:53:00,0,119,EMP-001
ALT-07527,PRJ-002,API Gateway,INFO,2026-02-28 10:55:00,0,0,SYSTEM_AUTO
ALT-07528,PRJ-003,Database,INFO,2026-04-03 09:30:00,0,0,SYSTEM_AUTO
ALT-07529,PRJ-005,API Gateway,INFO,2026-03-31 21:42:00,0,0,SYSTEM_AUTO
ALT-07530,PRJ-005,Database,WARNING_SPIKE,2026-01-02 22:50:00,0,107,EMP-040
ALT-07531,PRJ-003,API Gateway,INFO,2026-02-01 09:36:00,0,0,SYSTEM_AUTO
ALT-07532,PRJ-007,Database,INFO,2026-02-05 15:38:00,0,0,SYSTEM_AUTO
ALT-07533,PRJ-001,Auth Service,INFO,2026-02-16 10:49:00,0,0,SYSTEM_AUTO
ALT-07534,PRJ-002,API Gateway,INFO,2026-02-28 15:13:00,0,0,SYSTEM_AUTO
ALT-07535,PRJ-003,Auth Service,INFO,2026-02-03 08:22:00,0,0,SYSTEM_AUTO
ALT-07536,PRJ-009,Load Balancer,WARNING_SPIKE,2026-04-06 20:41:00,0,37,EMP-015
ALT-07537,PRJ-004,API Gateway,INFO,2026-04-15 07:02:00,0,0,SYSTEM_AUTO
ALT-07538,PRJ-001,Load Balancer,WARNING_SPIKE,2026-01-27 11:21:00,0,69,EMP-025
ALT-07539,PRJ-002,Auth Service,INFO,2026-03-27 04:04:00,0,0,SYSTEM_AUTO
ALT-07540,PRJ-006,Database,INFO,2026-01-22 06:49:00,0,0,SYSTEM_AUTO
ALT-07541,PRJ-006,Load Balancer,INFO,2026-04-24 11:36:00,0,0,SYSTEM_AUTO
ALT-07542,PRJ-007,Frontend UI,INFO,2026-03-11 08:02:00,0,0,SYSTEM_AUTO
ALT-07543,PRJ-002,Database,WARNING_SPIKE,2026-03-02 20:48:00,0,135,EMP-025
ALT-07544,PRJ-008,API Gateway,INFO,2026-02-27 08:19:00,0,0,SYSTEM_AUTO
ALT-07545,PRJ-006,Frontend UI,INFO,2026-02-27 03:26:00,0,0,SYSTEM_AUTO
ALT-07546,PRJ-008,Database,WARNING_SPIKE,2026-01-28 06:49:00,0,28,EMP-031
ALT-07547,PRJ-009,Database,INFO,2026-03-01 16:01:00,0,0,SYSTEM_AUTO
ALT-07548,PRJ-003,API Gateway,INFO,2026-02-20 18:31:00,0,0,SYSTEM_AUTO
ALT-07549,PRJ-007,Database,INFO,2026-04-10 20:21:00,0,0,SYSTEM_AUTO
ALT-07550,PRJ-007,Auth Service,INFO,2026-03-30 01:40:00,0,0,SYSTEM_AUTO
ALT-07551,PRJ-006,Load Balancer,CRITICAL_DOWN,2026-01-18 15:13:00,101,119,EMP-019
ALT-07552,PRJ-006,Auth Service,CRITICAL_DOWN,2026-01-06 06:49:00,11,28,EMP-022
ALT-07553,PRJ-007,Auth Service,INFO,2026-02-25 00:23:00,0,0,SYSTEM_AUTO
ALT-07554,PRJ-007,API Gateway,INFO,2026-01-31 19:58:00,0,0,SYSTEM_AUTO
ALT-07555,PRJ-010,Auth Service,INFO,2026-04-18 10:15:00,0,0,SYSTEM_AUTO
ALT-07556,PRJ-004,Load Balancer,INFO,2026-01-28 10:44:00,0,0,SYSTEM_AUTO
ALT-07557,PRJ-008,Database,INFO,2026-03-09 19:56:00,0,0,SYSTEM_AUTO
ALT-07558,PRJ-003,Auth Service,INFO,2026-03-25 17:41:00,0,0,SYSTEM_AUTO
ALT-07559,PRJ-007,Frontend UI,INFO,2026-02-21 17:11:00,0,0,SYSTEM_AUTO
ALT-07560,PRJ-005,API Gateway,INFO,2026-01-21 21:46:00,0,0,SYSTEM_AUTO
ALT-07561,PRJ-006,Load Balancer,WARNING_SPIKE,2026-03-07 17:34:00,0,126,EMP-002
ALT-07562,PRJ-009,API Gateway,WARNING_SPIKE,2026-01-25 23:20:00,0,53,EMP-002
ALT-07563,PRJ-010,API Gateway,INFO,2026-03-11 08:31:00,0,0,SYSTEM_AUTO
ALT-07564,PRJ-008,API Gateway,WARNING_SPIKE,2026-01-01 23:46:00,0,95,EMP-040
ALT-07565,PRJ-004,API Gateway,INFO,2026-04-11 06:22:00,0,0,SYSTEM_AUTO
ALT-07566,PRJ-010,Load Balancer,INFO,2026-04-27 12:03:00,0,0,SYSTEM_AUTO
ALT-07567,PRJ-006,Database,INFO,2026-03-13 05:45:00,0,0,SYSTEM_AUTO
ALT-07568,PRJ-009,API Gateway,INFO,2026-01-01 14:06:00,0,0,SYSTEM_AUTO
ALT-07569,PRJ-001,Auth Service,WARNING_SPIKE,2026-04-29 23:13:00,0,91,EMP-022
ALT-07570,PRJ-005,Database,INFO,2026-01-13 06:12:00,0,0,SYSTEM_AUTO
ALT-07571,PRJ-007,Frontend UI,INFO,2026-02-28 13:20:00,0,0,SYSTEM_AUTO
ALT-07572,PRJ-002,Load Balancer,INFO,2026-02-06 17:44:00,0,0,SYSTEM_AUTO
ALT-07573,PRJ-004,Auth Service,INFO,2026-01-12 23:30:00,0,0,SYSTEM_AUTO
ALT-07574,PRJ-005,Database,INFO,2026-01-29 04:54:00,0,0,SYSTEM_AUTO
ALT-07575,PRJ-003,Load Balancer,INFO,2026-02-14 08:30:00,0,0,SYSTEM_AUTO
ALT-07576,PRJ-007,Frontend UI,INFO,2026-03-25 20:46:00,0,0,SYSTEM_AUTO
ALT-07577,PRJ-008,Database,WARNING_SPIKE,2026-01-19 10:36:00,0,123,EMP-032
ALT-07578,PRJ-008,Load Balancer,INFO,2026-02-07 08:24:00,0,0,SYSTEM_AUTO
ALT-07579,PRJ-005,Frontend UI,WARNING_SPIKE,2026-03-23 03:40:00,0,15,EMP-030
ALT-07580,PRJ-006,Auth Service,INFO,2026-03-23 06:36:00,0,0,SYSTEM_AUTO
ALT-07581,PRJ-006,Auth Service,INFO,2026-02-25 00:07:00,0,0,SYSTEM_AUTO
ALT-07582,PRJ-001,API Gateway,INFO,2026-01-20 05:00:00,0,0,SYSTEM_AUTO
ALT-07583,PRJ-009,Database,INFO,2026-02-06 18:32:00,0,0,SYSTEM_AUTO
ALT-07584,PRJ-005,Auth Service,WARNING_SPIKE,2026-03-22 07:04:00,0,42,EMP-032
ALT-07585,PRJ-008,API Gateway,INFO,2026-03-21 06:16:00,0,0,SYSTEM_AUTO
ALT-07586,PRJ-003,Frontend UI,WARNING_SPIKE,2026-02-28 06:50:00,0,81,EMP-040
ALT-07587,PRJ-005,Frontend UI,INFO,2026-03-16 11:45:00,0,0,SYSTEM_AUTO
ALT-07588,PRJ-004,Auth Service,INFO,2026-03-25 09:02:00,0,0,SYSTEM_AUTO
ALT-07589,PRJ-005,Auth Service,WARNING_SPIKE,2026-02-16 23:41:00,0,15,EMP-025
ALT-07590,PRJ-009,Auth Service,INFO,2026-03-04 23:59:00,0,0,SYSTEM_AUTO
ALT-07591,PRJ-009,API Gateway,WARNING_SPIKE,2026-02-10 21:40:00,0,153,EMP-044
ALT-07592,PRJ-007,Frontend UI,INFO,2026-04-26 04:28:00,0,0,SYSTEM_AUTO
ALT-07593,PRJ-004,Database,INFO,2026-01-14 23:54:00,0,0,SYSTEM_AUTO
ALT-07594,PRJ-002,Database,INFO,2026-02-27 05:20:00,0,0,SYSTEM_AUTO
ALT-07595,PRJ-009,API Gateway,INFO,2026-04-02 04:44:00,0,0,SYSTEM_AUTO
ALT-07596,PRJ-007,Load Balancer,INFO,2026-03-09 04:44:00,0,0,SYSTEM_AUTO
ALT-07597,PRJ-004,Database,WARNING_SPIKE,2026-04-16 02:02:00,0,122,EMP-020
ALT-07598,PRJ-008,API Gateway,INFO,2026-02-03 20:51:00,0,0,SYSTEM_AUTO
ALT-07599,PRJ-008,Database,WARNING_SPIKE,2026-01-17 00:43:00,0,157,EMP-005
ALT-07600,PRJ-001,Load Balancer,INFO,2026-04-27 02:31:00,0,0,SYSTEM_AUTO
ALT-07601,PRJ-002,Database,WARNING_SPIKE,2026-01-16 04:15:00,0,122,EMP-034
ALT-07602,PRJ-008,Frontend UI,INFO,2026-03-21 06:27:00,0,0,SYSTEM_AUTO
ALT-07603,PRJ-002,Frontend UI,WARNING_SPIKE,2026-01-11 08:10:00,0,79,EMP-001
ALT-07604,PRJ-010,Auth Service,WARNING_SPIKE,2026-03-09 09:55:00,0,116,EMP-013
ALT-07605,PRJ-005,API Gateway,INFO,2026-02-19 19:52:00,0,0,SYSTEM_AUTO
ALT-07606,PRJ-004,Auth Service,WARNING_SPIKE,2026-02-04 17:32:00,0,51,EMP-010
ALT-07607,PRJ-009,API Gateway,INFO,2026-03-29 09:11:00,0,0,SYSTEM_AUTO
ALT-07608,PRJ-004,Frontend UI,INFO,2026-01-15 02:09:00,0,0,SYSTEM_AUTO
ALT-07609,PRJ-009,API Gateway,INFO,2026-02-27 00:14:00,0,0,SYSTEM_AUTO
ALT-07610,PRJ-004,Frontend UI,INFO,2026-01-02 18:18:00,0,0,SYSTEM_AUTO
ALT-07611,PRJ-009,Frontend UI,INFO,2026-02-18 23:57:00,0,0,SYSTEM_AUTO
ALT-07612,PRJ-005,API Gateway,INFO,2026-03-27 01:21:00,0,0,SYSTEM_AUTO
ALT-07613,PRJ-007,Auth Service,INFO,2026-04-27 20:59:00,0,0,SYSTEM_AUTO
ALT-07614,PRJ-004,API Gateway,INFO,2026-01-10 22:34:00,0,0,SYSTEM_AUTO
ALT-07615,PRJ-005,Load Balancer,WARNING_SPIKE,2026-01-02 19:40:00,0,121,EMP-002
ALT-07616,PRJ-008,Database,INFO,2026-02-20 14:52:00,0,0,SYSTEM_AUTO
ALT-07617,PRJ-004,API Gateway,INFO,2026-01-28 23:39:00,0,0,SYSTEM_AUTO
ALT-07618,PRJ-005,Load Balancer,INFO,2026-02-02 20:48:00,0,0,SYSTEM_AUTO
ALT-07619,PRJ-004,Frontend UI,INFO,2026-04-22 17:13:00,0,0,SYSTEM_AUTO
ALT-07620,PRJ-001,API Gateway,WARNING_SPIKE,2026-03-10 00:25:00,0,152,EMP-032
ALT-07621,PRJ-010,Auth Service,INFO,2026-01-10 01:39:00,0,0,SYSTEM_AUTO
ALT-07622,PRJ-010,Load Balancer,WARNING_SPIKE,2026-02-23 07:30:00,0,122,EMP-040
ALT-07623,PRJ-005,Frontend UI,CRITICAL_DOWN,2026-03-13 16:56:00,106,123,EMP-037
ALT-07624,PRJ-003,Load Balancer,INFO,2026-03-24 09:55:00,0,0,SYSTEM_AUTO
ALT-07625,PRJ-006,API Gateway,INFO,2026-03-18 16:18:00,0,0,SYSTEM_AUTO
ALT-07626,PRJ-007,Database,INFO,2026-03-07 21:07:00,0,0,SYSTEM_AUTO
ALT-07627,PRJ-009,API Gateway,INFO,2026-01-21 04:11:00,0,0,SYSTEM_AUTO
ALT-07628,PRJ-008,Database,WARNING_SPIKE,2026-02-23 21:51:00,0,131,EMP-022
ALT-07629,PRJ-003,Load Balancer,CRITICAL_DOWN,2026-03-19 09:48:00,106,115,EMP-031
ALT-07630,PRJ-005,Auth Service,WARNING_SPIKE,2026-01-25 10:26:00,0,171,EMP-013
ALT-07631,PRJ-007,Frontend UI,INFO,2026-01-17 02:50:00,0,0,SYSTEM_AUTO
ALT-07632,PRJ-005,Database,INFO,2026-01-31 07:00:00,0,0,SYSTEM_AUTO
ALT-07633,PRJ-005,Frontend UI,INFO,2026-02-03 14:00:00,0,0,SYSTEM_AUTO
ALT-07634,PRJ-010,Database,INFO,2026-03-02 04:20:00,0,0,SYSTEM_AUTO
ALT-07635,PRJ-010,Database,INFO,2026-03-08 05:06:00,0,0,SYSTEM_AUTO
ALT-07636,PRJ-003,API Gateway,WARNING_SPIKE,2026-04-20 11:17:00,0,167,EMP-015
ALT-07637,PRJ-002,Load Balancer,WARNING_SPIKE,2026-03-03 23:42:00,0,171,EMP-032
ALT-07638,PRJ-006,Database,INFO,2026-01-21 22:57:00,0,0,SYSTEM_AUTO
ALT-07639,PRJ-004,API Gateway,INFO,2026-02-21 23:08:00,0,0,SYSTEM_AUTO
ALT-07640,PRJ-004,Auth Service,INFO,2026-02-18 01:11:00,0,0,SYSTEM_AUTO
ALT-07641,PRJ-010,Frontend UI,INFO,2026-03-29 09:59:00,0,0,SYSTEM_AUTO
ALT-07642,PRJ-009,Database,INFO,2026-02-01 15:56:00,0,0,SYSTEM_AUTO
ALT-07643,PRJ-008,Frontend UI,INFO,2026-02-19 19:22:00,0,0,SYSTEM_AUTO
ALT-07644,PRJ-004,API Gateway,INFO,2026-04-27 23:45:00,0,0,SYSTEM_AUTO
ALT-07645,PRJ-007,Database,CRITICAL_DOWN,2026-04-26 11:56:00,31,48,EMP-037
ALT-07646,PRJ-006,Frontend UI,INFO,2026-01-23 00:37:00,0,0,SYSTEM_AUTO
ALT-07647,PRJ-008,Load Balancer,INFO,2026-04-30 22:34:00,0,0,SYSTEM_AUTO
ALT-07648,PRJ-006,Database,INFO,2026-01-03 18:09:00,0,0,SYSTEM_AUTO
ALT-07649,PRJ-002,Load Balancer,INFO,2026-04-19 06:02:00,0,0,SYSTEM_AUTO
ALT-07650,PRJ-001,Auth Service,INFO,2026-01-13 05:59:00,0,0,SYSTEM_AUTO
ALT-07651,PRJ-010,Frontend UI,INFO,2026-01-24 12:33:00,0,0,SYSTEM_AUTO
ALT-07652,PRJ-005,Frontend UI,INFO,2026-03-08 18:46:00,0,0,SYSTEM_AUTO
ALT-07653,PRJ-003,API Gateway,INFO,2026-04-21 07:10:00,0,0,SYSTEM_AUTO
ALT-07654,PRJ-001,API Gateway,WARNING_SPIKE,2026-02-08 09:22:00,0,150,EMP-030
ALT-07655,PRJ-002,API Gateway,CRITICAL_DOWN,2026-02-17 11:37:00,19,38,EMP-034
ALT-07656,PRJ-003,Load Balancer,WARNING_SPIKE,2026-02-05 04:25:00,0,141,EMP-044
ALT-07657,PRJ-008,Auth Service,INFO,2026-03-19 06:20:00,0,0,SYSTEM_AUTO
ALT-07658,PRJ-002,Database,INFO,2026-02-03 02:51:00,0,0,SYSTEM_AUTO
ALT-07659,PRJ-007,Load Balancer,INFO,2026-01-20 01:53:00,0,0,SYSTEM_AUTO
ALT-07660,PRJ-002,Auth Service,INFO,2026-03-29 20:11:00,0,0,SYSTEM_AUTO
ALT-07661,PRJ-002,API Gateway,INFO,2026-02-15 23:55:00,0,0,SYSTEM_AUTO
ALT-07662,PRJ-010,Database,INFO,2026-01-01 08:30:00,0,0,SYSTEM_AUTO
ALT-07663,PRJ-009,Frontend UI,WARNING_SPIKE,2026-02-23 20:21:00,0,111,EMP-001
ALT-07664,PRJ-009,Frontend UI,INFO,2026-01-25 13:36:00,0,0,SYSTEM_AUTO
ALT-07665,PRJ-001,Frontend UI,INFO,2026-03-21 17:44:00,0,0,SYSTEM_AUTO
ALT-07666,PRJ-002,Load Balancer,INFO,2026-01-04 03:52:00,0,0,SYSTEM_AUTO
ALT-07667,PRJ-004,Load Balancer,INFO,2026-02-25 05:04:00,0,0,SYSTEM_AUTO
ALT-07668,PRJ-007,Database,CRITICAL_DOWN,2026-03-10 15:57:00,40,57,EMP-019
ALT-07669,PRJ-009,Database,INFO,2026-02-24 22:36:00,0,0,SYSTEM_AUTO
ALT-07670,PRJ-008,API Gateway,INFO,2026-02-18 12:51:00,0,0,SYSTEM_AUTO
ALT-07671,PRJ-002,Load Balancer,INFO,2026-04-03 19:31:00,0,0,SYSTEM_AUTO
ALT-07672,PRJ-007,Auth Service,INFO,2026-01-04 17:41:00,0,0,SYSTEM_AUTO
ALT-07673,PRJ-010,Auth Service,CRITICAL_DOWN,2026-03-16 01:27:00,66,82,EMP-020
ALT-07674,PRJ-005,Load Balancer,INFO,2026-04-08 03:49:00,0,0,SYSTEM_AUTO
ALT-07675,PRJ-006,Frontend UI,INFO,2026-03-06 08:11:00,0,0,SYSTEM_AUTO
ALT-07676,PRJ-007,Database,INFO,2026-02-07 15:46:00,0,0,SYSTEM_AUTO
ALT-07677,PRJ-003,Load Balancer,INFO,2026-02-14 19:45:00,0,0,SYSTEM_AUTO
ALT-07678,PRJ-008,Frontend UI,INFO,2026-01-01 08:51:00,0,0,SYSTEM_AUTO
ALT-07679,PRJ-004,Load Balancer,INFO,2026-04-26 06:01:00,0,0,SYSTEM_AUTO
ALT-07680,PRJ-007,API Gateway,WARNING_SPIKE,2026-01-13 17:18:00,0,169,EMP-025
ALT-07681,PRJ-005,Database,INFO,2026-01-08 21:19:00,0,0,SYSTEM_AUTO
ALT-07682,PRJ-003,Auth Service,INFO,2026-03-14 17:05:00,0,0,SYSTEM_AUTO
ALT-07683,PRJ-010,Database,INFO,2026-04-15 07:46:00,0,0,SYSTEM_AUTO
ALT-07684,PRJ-008,Frontend UI,INFO,2026-03-16 18:12:00,0,0,SYSTEM_AUTO
ALT-07685,PRJ-010,Load Balancer,INFO,2026-01-13 15:23:00,0,0,SYSTEM_AUTO
ALT-07686,PRJ-008,API Gateway,INFO,2026-03-25 12:56:00,0,0,SYSTEM_AUTO
ALT-07687,PRJ-007,Auth Service,INFO,2026-04-11 22:43:00,0,0,SYSTEM_AUTO
ALT-07688,PRJ-009,API Gateway,INFO,2026-01-14 03:56:00,0,0,SYSTEM_AUTO
ALT-07689,PRJ-008,Database,CRITICAL_DOWN,2026-01-16 11:16:00,35,47,EMP-029
ALT-07690,PRJ-008,Load Balancer,INFO,2026-01-05 07:02:00,0,0,SYSTEM_AUTO
