Bug_ID,Proyecto_ID,Reporter_ID,Developer_ID,Entorno,Severidad,Fecha_Creacion,Tiempo_Resolucion_Minutos,Horas_Retrabajo
BUG-1241,PRJ-002,EMP-004,EMP-038,UAT,LOW,2026-02-05 15:00:00,1114,12.87
BUG-1242,PRJ-009,EMP-014,EMP-047,QA,LOW,2026-02-07 13:00:00,2805,40.57
BUG-1243,PRJ-003,EMP-004,EMP-038,QA,HIGH,2026-01-17 15:00:00,457,5.69
BUG-1244,PRJ-005,EMP-008,EMP-028,QA,MEDIUM,2026-03-19 12:00:00,1862,20.51
BUG-1245,PRJ-003,EMP-049,EMP-047,QA,CRITICAL,2026-03-22 09:00:00,168,2.71
BUG-1246,PRJ-009,EMP-016,EMP-038,UAT,LOW,2026-01-03 12:00:00,2318,30.46
BUG-1247,PRJ-010,EMP-004,EMP-050,QA,MEDIUM,2026-01-12 08:00:00,1683,33.14
BUG-1248,PRJ-003,EMP-014,EMP-028,QA,HIGH,2026-03-09 11:00:00,690,8.29
BUG-1249,PRJ-001,EMP-041,EMP-003,UAT,LOW,2026-01-15 10:00:00,583,5.38
BUG-1250,PRJ-007,EMP-008,EMP-050,QA,HIGH,2026-01-02 15:00:00,694,8.84
BUG-1251,PRJ-006,EMP-004,EMP-050,QA,HIGH,2026-01-25 11:00:00,525,8.99
BUG-1252,PRJ-009,EMP-039,EMP-028,PRODUCTION,LOW,2026-02-11 13:00:00,2807,25.07
BUG-1253,PRJ-004,EMP-016,EMP-047,QA,HIGH,2026-02-14 16:00:00,313,3.0
BUG-1254,PRJ-002,EMP-004,EMP-028,PRODUCTION,HIGH,2026-01-09 15:00:00,399,4.81
BUG-1255,PRJ-007,EMP-049,EMP-038,QA,CRITICAL,2026-04-11 11:00:00,74,0.93
BUG-1256,PRJ-002,EMP-041,EMP-047,UAT,MEDIUM,2026-04-29 14:00:00,2123,30.95
BUG-1257,PRJ-002,EMP-033,EMP-047,UAT,HIGH,2026-01-17 15:00:00,705,8.32
BUG-1258,PRJ-003,EMP-008,EMP-023,QA,LOW,2026-02-20 10:00:00,2537,38.19
BUG-1259,PRJ-010,EMP-033,EMP-003,PRODUCTION,HIGH,2026-01-01 17:00:00,411,4.34
BUG-1260,PRJ-009,EMP-039,EMP-023,QA,CRITICAL,2026-04-03 10:00:00,43,0.54
BUG-1261,PRJ-004,EMP-027,EMP-050,UAT,LOW,2026-02-06 11:00:00,1003,17.06
BUG-1262,PRJ-009,EMP-039,EMP-038,UAT,LOW,2026-02-16 15:00:00,808,9.61
BUG-1263,PRJ-001,EMP-049,EMP-038,UAT,MEDIUM,2026-02-14 09:00:00,1913,36.39
BUG-1264,PRJ-008,EMP-049,EMP-047,QA,HIGH,2026-03-30 10:00:00,544,7.63
BUG-1265,PRJ-008,EMP-033,EMP-038,QA,HIGH,2026-04-23 11:00:00,381,5.16
BUG-1266,PRJ-004,EMP-014,EMP-038,UAT,LOW,2026-01-09 08:00:00,2168,21.95
BUG-1267,PRJ-004,EMP-014,EMP-046,QA,MEDIUM,2026-01-06 16:00:00,2608,37.16
BUG-1268,PRJ-010,EMP-004,EMP-023,UAT,LOW,2026-01-14 08:00:00,2011,21.27
BUG-1269,PRJ-009,EMP-016,EMP-046,QA,LOW,2026-01-11 10:00:00,1061,17.74
BUG-1270,PRJ-007,EMP-049,EMP-003,QA,MEDIUM,2026-01-03 15:00:00,710,12.8
BUG-1271,PRJ-004,EMP-049,EMP-050,UAT,MEDIUM,2026-02-25 11:00:00,2746,47.88
BUG-1272,PRJ-001,EMP-027,EMP-038,QA,MEDIUM,2026-02-03 15:00:00,1522,24.72
BUG-1273,PRJ-005,EMP-048,EMP-028,QA,HIGH,2026-04-11 14:00:00,457,7.35
BUG-1274,PRJ-004,EMP-004,EMP-050,QA,MEDIUM,2026-03-13 14:00:00,1561,17.78
BUG-1275,PRJ-004,EMP-014,EMP-028,QA,MEDIUM,2026-02-18 15:00:00,716,6.3
BUG-1276,PRJ-004,EMP-048,EMP-006,QA,MEDIUM,2026-01-31 08:00:00,1995,20.46
BUG-1277,PRJ-010,EMP-027,EMP-003,QA,MEDIUM,2026-03-23 09:00:00,2668,31.64
BUG-1278,PRJ-009,EMP-033,EMP-047,QA,LOW,2026-01-08 13:00:00,900,12.89
BUG-1279,PRJ-002,EMP-014,EMP-047,QA,MEDIUM,2026-03-10 15:00:00,664,8.3
BUG-1280,PRJ-002,EMP-016,EMP-046,QA,MEDIUM,2026-04-12 10:00:00,653,10.4
BUG-1281,PRJ-003,EMP-014,EMP-028,QA,MEDIUM,2026-01-07 17:00:00,2726,38.35
BUG-1282,PRJ-003,EMP-049,EMP-047,QA,CRITICAL,2026-04-07 14:00:00,115,1.47
BUG-1283,PRJ-006,EMP-033,EMP-050,QA,HIGH,2026-02-09 08:00:00,687,10.4
BUG-1284,PRJ-002,EMP-039,EMP-028,UAT,LOW,2026-04-22 09:00:00,1565,19.91
BUG-1285,PRJ-002,EMP-004,EMP-038,PRODUCTION,MEDIUM,2026-02-20 10:00:00,1742,18.46
BUG-1286,PRJ-008,EMP-004,EMP-038,QA,CRITICAL,2026-01-16 09:00:00,85,1.61
BUG-1287,PRJ-010,EMP-024,EMP-050,QA,MEDIUM,2026-01-05 08:00:00,1134,13.43
BUG-1288,PRJ-008,EMP-033,EMP-047,QA,MEDIUM,2026-02-19 16:00:00,2140,21.55
BUG-1289,PRJ-001,EMP-026,EMP-006,QA,HIGH,2026-02-02 10:00:00,410,5.73
BUG-1290,PRJ-009,EMP-039,EMP-023,UAT,MEDIUM,2026-04-30 16:00:00,1664,32.34
BUG-1291,PRJ-006,EMP-026,EMP-038,QA,LOW,2026-02-09 12:00:00,2508,26.85
BUG-1292,PRJ-004,EMP-014,EMP-046,QA,MEDIUM,2026-04-12 09:00:00,821,13.09
BUG-1293,PRJ-005,EMP-004,EMP-028,UAT,LOW,2026-01-26 08:00:00,2864,30.17
BUG-1294,PRJ-006,EMP-004,EMP-023,QA,CRITICAL,2026-04-18 12:00:00,209,3.24
BUG-1295,PRJ-007,EMP-041,EMP-006,UAT,HIGH,2026-03-04 13:00:00,464,6.43
BUG-1296,PRJ-009,EMP-004,EMP-003,QA,MEDIUM,2026-03-21 17:00:00,1114,18.24
BUG-1297,PRJ-002,EMP-027,EMP-047,QA,MEDIUM,2026-04-24 08:00:00,1959,34.73
BUG-1298,PRJ-010,EMP-033,EMP-047,QA,MEDIUM,2026-01-29 10:00:00,2834,51.73
BUG-1299,PRJ-004,EMP-049,EMP-006,QA,CRITICAL,2026-01-18 10:00:00,46,0.64
BUG-1300,PRJ-008,EMP-048,EMP-003,PRODUCTION,LOW,2026-04-15 10:00:00,2624,36.92
BUG-1301,PRJ-001,EMP-014,EMP-006,UAT,LOW,2026-02-21 11:00:00,739,6.8
BUG-1302,PRJ-010,EMP-014,EMP-050,PRODUCTION,MEDIUM,2026-03-12 13:00:00,2624,22.54
BUG-1303,PRJ-005,EMP-026,EMP-003,QA,MEDIUM,2026-02-21 08:00:00,1638,25.43
BUG-1304,PRJ-007,EMP-049,EMP-028,UAT,LOW,2026-01-17 15:00:00,1898,16.26
BUG-1305,PRJ-008,EMP-016,EMP-047,QA,LOW,2026-01-25 16:00:00,2290,34.67
BUG-1306,PRJ-009,EMP-016,EMP-006,UAT,LOW,2026-01-11 14:00:00,1039,11.73
BUG-1307,PRJ-008,EMP-048,EMP-038,UAT,HIGH,2026-04-14 11:00:00,205,1.77
BUG-1308,PRJ-009,EMP-033,EMP-038,QA,HIGH,2026-04-11 13:00:00,688,9.84
BUG-1309,PRJ-002,EMP-039,EMP-006,QA,MEDIUM,2026-04-28 12:00:00,1704,16.08
BUG-1310,PRJ-009,EMP-016,EMP-003,UAT,MEDIUM,2026-03-06 11:00:00,1653,31.78
BUG-1311,PRJ-005,EMP-027,EMP-006,QA,MEDIUM,2026-01-24 11:00:00,1495,29.09
BUG-1312,PRJ-004,EMP-016,EMP-023,UAT,HIGH,2026-01-15 17:00:00,467,5.68
BUG-1313,PRJ-004,EMP-027,EMP-046,QA,LOW,2026-02-13 15:00:00,805,9.29
BUG-1314,PRJ-004,EMP-011,EMP-038,UAT,CRITICAL,2026-04-30 12:00:00,176,3.0
BUG-1315,PRJ-005,EMP-011,EMP-046,UAT,HIGH,2026-04-02 16:00:00,542,6.87
BUG-1316,PRJ-007,EMP-014,EMP-046,QA,LOW,2026-01-29 12:00:00,1938,32.66
BUG-1317,PRJ-008,EMP-016,EMP-023,UAT,LOW,2026-02-24 09:00:00,785,9.91
BUG-1318,PRJ-010,EMP-008,EMP-047,QA,CRITICAL,2026-04-21 08:00:00,170,2.81
BUG-1319,PRJ-004,EMP-026,EMP-038,QA,MEDIUM,2026-01-09 13:00:00,2784,30.55
BUG-1320,PRJ-005,EMP-041,EMP-038,PRODUCTION,LOW,2026-01-20 12:00:00,2057,36.04
BUG-1321,PRJ-005,EMP-026,EMP-046,QA,HIGH,2026-01-08 11:00:00,664,10.22
BUG-1322,PRJ-005,EMP-026,EMP-023,QA,MEDIUM,2026-03-28 16:00:00,2148,26.0
BUG-1323,PRJ-010,EMP-026,EMP-047,QA,MEDIUM,2026-04-30 13:00:00,2792,25.24
BUG-1324,PRJ-001,EMP-026,EMP-050,UAT,CRITICAL,2026-04-16 09:00:00,188,1.62
BUG-1325,PRJ-005,EMP-024,EMP-003,QA,MEDIUM,2026-02-24 15:00:00,754,14.09
BUG-1326,PRJ-003,EMP-026,EMP-046,PRODUCTION,MEDIUM,2026-01-24 13:00:00,1067,10.29
BUG-1327,PRJ-009,EMP-027,EMP-028,QA,CRITICAL,2026-04-24 14:00:00,180,1.63
BUG-1328,PRJ-001,EMP-041,EMP-046,PRODUCTION,MEDIUM,2026-01-02 10:00:00,632,8.53
BUG-1329,PRJ-006,EMP-008,EMP-047,QA,MEDIUM,2026-01-23 16:00:00,498,6.5
BUG-1330,PRJ-005,EMP-014,EMP-047,PRODUCTION,LOW,2026-02-28 08:00:00,2656,52.05
BUG-1331,PRJ-007,EMP-011,EMP-003,UAT,LOW,2026-02-27 17:00:00,1390,21.48
BUG-1332,PRJ-008,EMP-041,EMP-028,QA,HIGH,2026-03-29 09:00:00,678,13.25
BUG-1333,PRJ-004,EMP-033,EMP-003,QA,HIGH,2026-03-29 15:00:00,366,4.66
BUG-1334,PRJ-001,EMP-049,EMP-023,QA,HIGH,2026-03-26 09:00:00,504,5.55
BUG-1335,PRJ-008,EMP-024,EMP-023,PRODUCTION,LOW,2026-03-29 11:00:00,1474,24.58
BUG-1336,PRJ-007,EMP-024,EMP-050,QA,MEDIUM,2026-02-11 15:00:00,2025,21.72
BUG-1337,PRJ-002,EMP-024,EMP-038,UAT,HIGH,2026-04-28 08:00:00,272,4.23
BUG-1338,PRJ-007,EMP-041,EMP-028,QA,HIGH,2026-04-03 08:00:00,235,2.03
BUG-1339,PRJ-007,EMP-027,EMP-003,QA,HIGH,2026-04-03 14:00:00,171,1.47
BUG-1340,PRJ-009,EMP-011,EMP-046,PRODUCTION,CRITICAL,2026-02-01 15:00:00,226,4.46
BUG-1341,PRJ-006,EMP-039,EMP-028,QA,LOW,2026-02-01 16:00:00,1318,22.04
BUG-1342,PRJ-001,EMP-024,EMP-003,QA,MEDIUM,2026-02-12 10:00:00,734,8.64
BUG-1343,PRJ-007,EMP-016,EMP-023,QA,MEDIUM,2026-01-09 16:00:00,2375,28.75
BUG-1344,PRJ-007,EMP-049,EMP-023,PRODUCTION,HIGH,2026-02-13 15:00:00,699,9.43
BUG-1345,PRJ-010,EMP-039,EMP-050,PRODUCTION,MEDIUM,2026-02-10 14:00:00,812,16.02
BUG-1346,PRJ-009,EMP-049,EMP-023,QA,MEDIUM,2026-01-01 10:00:00,2153,32.54
BUG-1347,PRJ-009,EMP-039,EMP-006,QA,LOW,2026-03-15 17:00:00,2789,31.87
BUG-1348,PRJ-001,EMP-011,EMP-047,QA,HIGH,2026-02-15 10:00:00,362,4.01
BUG-1349,PRJ-009,EMP-024,EMP-046,QA,CRITICAL,2026-01-13 15:00:00,201,2.52
BUG-1350,PRJ-010,EMP-014,EMP-038,QA,MEDIUM,2026-03-02 11:00:00,1568,31.07
BUG-1351,PRJ-009,EMP-026,EMP-023,UAT,MEDIUM,2026-01-11 13:00:00,2606,27.52
BUG-1352,PRJ-004,EMP-026,EMP-028,QA,MEDIUM,2026-01-29 09:00:00,556,7.82
BUG-1353,PRJ-009,EMP-016,EMP-023,QA,HIGH,2026-01-22 14:00:00,263,3.36
BUG-1354,PRJ-006,EMP-011,EMP-003,QA,LOW,2026-02-26 14:00:00,905,15.51
BUG-1355,PRJ-007,EMP-039,EMP-047,QA,MEDIUM,2026-03-18 15:00:00,1872,25.89
BUG-1356,PRJ-002,EMP-011,EMP-028,UAT,LOW,2026-01-07 14:00:00,508,10.02
BUG-1357,PRJ-008,EMP-033,EMP-046,QA,HIGH,2026-02-15 09:00:00,379,6.67
BUG-1358,PRJ-008,EMP-011,EMP-046,QA,MEDIUM,2026-02-18 12:00:00,1125,19.39
BUG-1359,PRJ-009,EMP-041,EMP-023,UAT,MEDIUM,2026-01-02 11:00:00,856,12.44
BUG-1360,PRJ-007,EMP-033,EMP-023,QA,HIGH,2026-01-23 16:00:00,396,4.45
BUG-1361,PRJ-003,EMP-024,EMP-038,QA,MEDIUM,2026-04-13 09:00:00,2869,45.02
BUG-1362,PRJ-009,EMP-033,EMP-003,QA,MEDIUM,2026-01-08 12:00:00,2368,39.4
BUG-1363,PRJ-004,EMP-016,EMP-023,PRODUCTION,MEDIUM,2026-03-27 09:00:00,2393,34.73
BUG-1364,PRJ-006,EMP-048,EMP-006,QA,HIGH,2026-01-26 17:00:00,513,6.28
BUG-1365,PRJ-005,EMP-014,EMP-046,QA,MEDIUM,2026-02-04 13:00:00,1174,16.3
BUG-1366,PRJ-004,EMP-033,EMP-028,QA,HIGH,2026-03-08 11:00:00,419,6.77
BUG-1367,PRJ-007,EMP-024,EMP-023,QA,LOW,2026-03-05 10:00:00,2719,42.77
BUG-1368,PRJ-007,EMP-041,EMP-006,QA,MEDIUM,2026-04-12 17:00:00,581,9.17
BUG-1369,PRJ-006,EMP-024,EMP-003,QA,MEDIUM,2026-01-20 12:00:00,1512,24.94
BUG-1370,PRJ-008,EMP-026,EMP-050,QA,HIGH,2026-04-23 10:00:00,445,8.1
BUG-1371,PRJ-008,EMP-008,EMP-028,PRODUCTION,MEDIUM,2026-01-25 08:00:00,564,10.28
BUG-1372,PRJ-010,EMP-011,EMP-006,QA,MEDIUM,2026-01-08 10:00:00,1510,17.97
BUG-1373,PRJ-004,EMP-039,EMP-023,QA,MEDIUM,2026-04-08 14:00:00,2286,39.56
BUG-1374,PRJ-010,EMP-027,EMP-047,QA,MEDIUM,2026-01-09 09:00:00,947,13.82
BUG-1375,PRJ-003,EMP-014,EMP-023,PRODUCTION,HIGH,2026-02-25 17:00:00,179,1.94
BUG-1376,PRJ-009,EMP-027,EMP-003,QA,CRITICAL,2026-03-28 16:00:00,54,0.75
BUG-1377,PRJ-009,EMP-008,EMP-046,QA,CRITICAL,2026-01-06 14:00:00,148,2.81
BUG-1378,PRJ-004,EMP-026,EMP-028,QA,MEDIUM,2026-04-16 11:00:00,2337,44.07
BUG-1379,PRJ-007,EMP-014,EMP-023,QA,LOW,2026-01-29 10:00:00,2478,39.31
BUG-1380,PRJ-006,EMP-008,EMP-046,QA,MEDIUM,2026-02-17 12:00:00,2784,27.89
BUG-1381,PRJ-003,EMP-033,EMP-023,UAT,CRITICAL,2026-01-28 09:00:00,123,1.64
BUG-1382,PRJ-006,EMP-027,EMP-038,QA,HIGH,2026-03-17 13:00:00,349,6.21
BUG-1383,PRJ-005,EMP-027,EMP-038,UAT,MEDIUM,2026-04-27 10:00:00,700,7.26
BUG-1384,PRJ-007,EMP-033,EMP-038,UAT,MEDIUM,2026-02-01 13:00:00,1689,18.62
BUG-1385,PRJ-006,EMP-011,EMP-028,UAT,LOW,2026-04-18 13:00:00,2671,22.66
BUG-1386,PRJ-005,EMP-014,EMP-050,QA,MEDIUM,2026-03-24 15:00:00,579,10.11
BUG-1387,PRJ-003,EMP-026,EMP-028,PRODUCTION,MEDIUM,2026-03-17 17:00:00,2446,30.86
BUG-1388,PRJ-008,EMP-008,EMP-023,QA,LOW,2026-03-19 09:00:00,2388,20.59
BUG-1389,PRJ-009,EMP-041,EMP-003,QA,HIGH,2026-02-07 13:00:00,343,4.88
BUG-1390,PRJ-002,EMP-033,EMP-006,QA,MEDIUM,2026-03-10 11:00:00,2021,32.44
BUG-1391,PRJ-002,EMP-024,EMP-038,QA,HIGH,2026-02-04 15:00:00,164,1.59
BUG-1392,PRJ-005,EMP-026,EMP-003,QA,MEDIUM,2026-04-28 10:00:00,1013,11.71
BUG-1393,PRJ-005,EMP-014,EMP-047,UAT,HIGH,2026-02-10 08:00:00,233,2.59
BUG-1394,PRJ-002,EMP-016,EMP-006,QA,MEDIUM,2026-02-08 12:00:00,2210,29.19
BUG-1395,PRJ-006,EMP-008,EMP-047,UAT,HIGH,2026-02-09 08:00:00,215,3.7
BUG-1396,PRJ-007,EMP-048,EMP-047,QA,CRITICAL,2026-02-23 17:00:00,158,1.43
BUG-1397,PRJ-002,EMP-008,EMP-023,QA,MEDIUM,2026-04-08 12:00:00,2442,26.9
BUG-1398,PRJ-008,EMP-008,EMP-006,QA,LOW,2026-02-24 13:00:00,2777,35.37
BUG-1399,PRJ-005,EMP-011,EMP-003,QA,MEDIUM,2026-04-05 16:00:00,744,14.37
BUG-1400,PRJ-009,EMP-049,EMP-003,QA,LOW,2026-01-06 12:00:00,2249,23.73
BUG-1401,PRJ-004,EMP-026,EMP-023,QA,LOW,2026-04-25 15:00:00,1292,14.67
BUG-1402,PRJ-009,EMP-024,EMP-028,QA,MEDIUM,2026-04-08 12:00:00,2192,24.37
BUG-1403,PRJ-009,EMP-004,EMP-003,QA,LOW,2026-02-27 11:00:00,752,10.98
BUG-1404,PRJ-003,EMP-027,EMP-047,QA,HIGH,2026-01-17 15:00:00,293,5.54
BUG-1405,PRJ-010,EMP-048,EMP-047,UAT,MEDIUM,2026-03-23 13:00:00,495,4.39
BUG-1406,PRJ-005,EMP-027,EMP-038,UAT,CRITICAL,2026-01-06 08:00:00,154,2.15
BUG-1407,PRJ-004,EMP-048,EMP-050,PRODUCTION,HIGH,2026-03-16 11:00:00,654,8.6
BUG-1408,PRJ-001,EMP-026,EMP-028,QA,LOW,2026-04-05 08:00:00,1568,16.51
BUG-1409,PRJ-003,EMP-039,EMP-038,QA,HIGH,2026-03-17 08:00:00,688,9.88
BUG-1410,PRJ-005,EMP-016,EMP-023,UAT,HIGH,2026-01-31 08:00:00,380,6.28
BUG-1411,PRJ-005,EMP-048,EMP-028,UAT,LOW,2026-04-02 08:00:00,2785,45.02
BUG-1412,PRJ-008,EMP-033,EMP-046,UAT,MEDIUM,2026-01-01 09:00:00,668,10.13
BUG-1413,PRJ-009,EMP-033,EMP-028,UAT,MEDIUM,2026-03-05 11:00:00,1663,14.82
BUG-1414,PRJ-010,EMP-004,EMP-006,QA,HIGH,2026-02-16 15:00:00,342,4.24
BUG-1415,PRJ-005,EMP-039,EMP-003,QA,MEDIUM,2026-04-25 11:00:00,924,17.96
BUG-1416,PRJ-001,EMP-039,EMP-028,QA,MEDIUM,2026-04-29 13:00:00,2051,36.24
BUG-1417,PRJ-002,EMP-049,EMP-023,QA,LOW,2026-01-16 12:00:00,2371,36.44
BUG-1418,PRJ-002,EMP-004,EMP-006,UAT,MEDIUM,2026-02-18 14:00:00,1500,13.8
BUG-1419,PRJ-009,EMP-039,EMP-047,QA,MEDIUM,2026-02-01 12:00:00,2459,48.3
BUG-1420,PRJ-006,EMP-011,EMP-028,QA,MEDIUM,2026-01-14 09:00:00,2798,40.64
BUG-1421,PRJ-006,EMP-027,EMP-046,QA,LOW,2026-02-22 08:00:00,1967,26.68
BUG-1422,PRJ-002,EMP-049,EMP-046,QA,LOW,2026-04-23 13:00:00,1223,23.1
BUG-1423,PRJ-008,EMP-008,EMP-047,QA,HIGH,2026-03-03 12:00:00,303,4.77
BUG-1424,PRJ-005,EMP-041,EMP-003,QA,HIGH,2026-04-16 12:00:00,120,1.74
BUG-1425,PRJ-009,EMP-008,EMP-028,QA,MEDIUM,2026-03-07 14:00:00,1118,19.68
BUG-1426,PRJ-004,EMP-004,EMP-047,UAT,MEDIUM,2026-04-29 13:00:00,2026,21.63
BUG-1427,PRJ-004,EMP-014,EMP-003,QA,HIGH,2026-04-10 14:00:00,404,6.23
BUG-1428,PRJ-003,EMP-016,EMP-006,QA,CRITICAL,2026-04-23 16:00:00,230,3.21
BUG-1429,PRJ-006,EMP-008,EMP-047,QA,HIGH,2026-01-25 16:00:00,618,11.71
BUG-1430,PRJ-007,EMP-026,EMP-046,PRODUCTION,CRITICAL,2026-01-24 10:00:00,130,1.87
BUG-1431,PRJ-001,EMP-041,EMP-050,PRODUCTION,HIGH,2026-03-15 09:00:00,683,12.65
BUG-1432,PRJ-001,EMP-026,EMP-028,PRODUCTION,MEDIUM,2026-01-08 13:00:00,1029,11.87
BUG-1433,PRJ-005,EMP-024,EMP-003,QA,MEDIUM,2026-04-14 11:00:00,1618,13.82
BUG-1434,PRJ-002,EMP-048,EMP-003,UAT,MEDIUM,2026-04-09 10:00:00,2438,44.44
BUG-1435,PRJ-004,EMP-039,EMP-046,PRODUCTION,LOW,2026-02-14 11:00:00,1166,15.33
BUG-1436,PRJ-002,EMP-048,EMP-006,PRODUCTION,HIGH,2026-02-28 16:00:00,203,2.7
BUG-1437,PRJ-006,EMP-026,EMP-050,QA,LOW,2026-03-17 13:00:00,1738,32.07
BUG-1438,PRJ-004,EMP-039,EMP-038,UAT,LOW,2026-04-20 09:00:00,2838,42.85
BUG-1439,PRJ-005,EMP-048,EMP-006,QA,MEDIUM,2026-03-27 10:00:00,1383,12.21
BUG-1440,PRJ-009,EMP-033,EMP-023,PRODUCTION,CRITICAL,2026-03-30 08:00:00,100,1.79
BUG-1441,PRJ-001,EMP-026,EMP-006,UAT,MEDIUM,2026-04-19 13:00:00,1010,17.58
BUG-1442,PRJ-003,EMP-011,EMP-050,QA,MEDIUM,2026-01-28 16:00:00,1326,16.21
BUG-1443,PRJ-003,EMP-016,EMP-038,UAT,HIGH,2026-01-09 13:00:00,600,7.45
BUG-1444,PRJ-010,EMP-004,EMP-046,PRODUCTION,MEDIUM,2026-03-27 17:00:00,2828,44.22
BUG-1445,PRJ-008,EMP-024,EMP-006,QA,HIGH,2026-03-22 12:00:00,615,6.91
BUG-1446,PRJ-009,EMP-011,EMP-046,QA,HIGH,2026-03-04 09:00:00,446,4.16
BUG-1447,PRJ-004,EMP-011,EMP-006,QA,MEDIUM,2026-02-01 10:00:00,981,18.37
BUG-1448,PRJ-005,EMP-041,EMP-003,QA,CRITICAL,2026-04-14 10:00:00,171,2.08
BUG-1449,PRJ-003,EMP-026,EMP-038,QA,MEDIUM,2026-01-23 13:00:00,2386,26.13
BUG-1450,PRJ-008,EMP-024,EMP-050,QA,HIGH,2026-01-24 10:00:00,434,7.42
BUG-1451,PRJ-009,EMP-039,EMP-003,QA,MEDIUM,2026-03-04 13:00:00,2010,20.64
BUG-1452,PRJ-003,EMP-049,EMP-050,PRODUCTION,CRITICAL,2026-03-26 17:00:00,74,1.44
BUG-1453,PRJ-008,EMP-033,EMP-003,UAT,LOW,2026-04-25 17:00:00,2564,36.22
BUG-1454,PRJ-008,EMP-027,EMP-050,QA,MEDIUM,2026-03-26 13:00:00,1089,10.02
BUG-1455,PRJ-010,EMP-014,EMP-047,QA,MEDIUM,2026-01-14 14:00:00,763,11.34
BUG-1456,PRJ-004,EMP-016,EMP-003,QA,HIGH,2026-02-24 15:00:00,437,5.86
BUG-1457,PRJ-004,EMP-027,EMP-038,QA,HIGH,2026-01-16 13:00:00,701,7.82
BUG-1458,PRJ-009,EMP-014,EMP-046,PRODUCTION,MEDIUM,2026-01-27 13:00:00,1613,23.85
BUG-1459,PRJ-010,EMP-014,EMP-028,QA,MEDIUM,2026-02-06 09:00:00,2455,25.45
BUG-1460,PRJ-006,EMP-011,EMP-047,UAT,MEDIUM,2026-01-05 10:00:00,2857,27.92
BUG-1461,PRJ-003,EMP-049,EMP-003,UAT,LOW,2026-02-16 11:00:00,2593,24.26
BUG-1462,PRJ-004,EMP-033,EMP-046,QA,HIGH,2026-01-02 14:00:00,326,4.49
BUG-1463,PRJ-005,EMP-016,EMP-046,UAT,HIGH,2026-01-24 15:00:00,640,9.21
BUG-1464,PRJ-006,EMP-008,EMP-023,UAT,HIGH,2026-04-02 14:00:00,491,4.71
BUG-1465,PRJ-002,EMP-026,EMP-050,QA,CRITICAL,2026-01-15 14:00:00,187,1.82
BUG-1466,PRJ-010,EMP-039,EMP-006,QA,MEDIUM,2026-02-16 11:00:00,1896,17.26
BUG-1467,PRJ-007,EMP-014,EMP-028,QA,LOW,2026-03-17 10:00:00,1925,33.73
BUG-1468,PRJ-001,EMP-016,EMP-038,PRODUCTION,MEDIUM,2026-01-02 12:00:00,2544,47.67
BUG-1469,PRJ-008,EMP-041,EMP-003,UAT,MEDIUM,2026-03-02 16:00:00,1265,16.67
BUG-1470,PRJ-003,EMP-049,EMP-047,UAT,HIGH,2026-04-25 12:00:00,305,3.32
BUG-1471,PRJ-002,EMP-004,EMP-028,QA,LOW,2026-03-17 15:00:00,2283,28.94
BUG-1472,PRJ-005,EMP-049,EMP-038,UAT,LOW,2026-02-27 17:00:00,702,13.51
BUG-1473,PRJ-009,EMP-016,EMP-028,QA,HIGH,2026-04-21 09:00:00,322,4.34
BUG-1474,PRJ-010,EMP-049,EMP-028,PRODUCTION,LOW,2026-03-24 08:00:00,2546,27.88
BUG-1475,PRJ-008,EMP-016,EMP-050,QA,MEDIUM,2026-04-08 08:00:00,2326,25.77
BUG-1476,PRJ-010,EMP-014,EMP-028,PRODUCTION,HIGH,2026-03-19 12:00:00,137,2.17
BUG-1477,PRJ-009,EMP-016,EMP-006,QA,LOW,2026-02-16 16:00:00,2598,50.25
BUG-1478,PRJ-006,EMP-048,EMP-006,QA,LOW,2026-04-05 13:00:00,1542,28.83
BUG-1479,PRJ-006,EMP-026,EMP-003,UAT,LOW,2026-02-03 11:00:00,2702,41.78
BUG-1480,PRJ-005,EMP-008,EMP-003,QA,MEDIUM,2026-04-06 10:00:00,665,9.45
BUG-1481,PRJ-003,EMP-039,EMP-006,QA,CRITICAL,2026-02-25 12:00:00,57,0.6
BUG-1482,PRJ-006,EMP-033,EMP-006,PRODUCTION,HIGH,2026-02-10 13:00:00,269,3.03
BUG-1483,PRJ-005,EMP-048,EMP-006,QA,MEDIUM,2026-01-09 09:00:00,1652,17.37
BUG-1484,PRJ-005,EMP-026,EMP-028,QA,LOW,2026-02-13 13:00:00,2785,28.98
BUG-1485,PRJ-008,EMP-026,EMP-003,QA,LOW,2026-04-25 10:00:00,1340,18.23
BUG-1486,PRJ-004,EMP-049,EMP-050,PRODUCTION,MEDIUM,2026-03-31 14:00:00,2214,44.09
BUG-1487,PRJ-008,EMP-049,EMP-050,QA,MEDIUM,2026-03-24 14:00:00,2680,45.14
BUG-1488,PRJ-005,EMP-033,EMP-047,QA,MEDIUM,2026-03-09 17:00:00,577,7.69
BUG-1489,PRJ-007,EMP-026,EMP-023,QA,HIGH,2026-04-14 10:00:00,329,2.92
BUG-1490,PRJ-005,EMP-049,EMP-028,QA,HIGH,2026-03-20 14:00:00,449,7.43
BUG-1491,PRJ-010,EMP-026,EMP-023,QA,LOW,2026-04-27 08:00:00,2445,45.36
BUG-1492,PRJ-002,EMP-026,EMP-046,PRODUCTION,MEDIUM,2026-01-21 13:00:00,1657,18.88
